talemaade_udtryk,yes_count,option_idx,option_letter,category,definition
slå hjernen fra,4,1,B,abstract misinterpretation,indtage alkoholiske drikke i store mængder over kort tid
slå hjernen fra,4,3,D,random definition,man skal ikke bedømme noget alene ud fra dets ydre
sidde løst i sadlen,2,3,D,concrete misinterpretation,ride på en hest eller lignende stående i stigbøjlerne og uden at bagdelen rører sadlen
ikke kunne se ud over sin egen næsetip,2,3,D,concrete misinterpretation,være synshandicappet; være meget nærsynet
have en kage i ovnen,2,0,A,concrete misinterpretation,være ved at bage en kage
et vink med en vognstang,3,0,A,random definition,blive udsat for eller udsætte nogen for problemer eller besværligheder
et vink med en vognstang,3,2,C,abstract misinterpretation,farlig situation i trafikken
gå til makronerne,3,0,A,abstract misinterpretation,"spise søde sager, fx chokolade eller kager"
gå til makronerne,3,3,D,random definition,"når der er knaphed eller mangel på noget, opstår der konflikter mellem mennesker"
lyve så stærkt som en hest kan rende,2,0,A,abstract misinterpretation,lyve i en større sags tjeneste
ikke være tabt bag en vogn,3,0,A,random definition,"fortsætte med at bruge penge på et foretagende som er usikkert, eller som hidtil er mislykkedes"
ikke være tabt bag en vogn,3,1,B,abstract misinterpretation,som ikke er umulig at løse eller gennemføre trods modstand
æren er det fejreste træ i skoven,3,0,A,abstract misinterpretation,higen efter anerkendelse får folk til at handle uovervejet
æren er det fejreste træ i skoven,3,1,B,concrete misinterpretation,god opførsel er lige så smukt som et meget smukt træ
bide til bollen,2,2,C,abstract misinterpretation,være udmattet efter hårde fysiske udfoldelser
med åben mund og polypper,3,0,A,concrete misinterpretation,med ansigtet sådan at munden er åben og polypper i næsen kan skimtes
med åben mund og polypper,3,3,D,random definition,man må sørge for at få noget at spise og drikke hvis man vil klare sig
glansen går af Sankt Gertrud,3,0,A,abstract misinterpretation,"en person der tidligere har festet meget, får en roligere livsstil"
glansen går af Sankt Gertrud,3,1,B,concrete misinterpretation,glansen forlader den ellers glansfulde helgen Sankt Gertrud
den sne der faldt i fjor,3,1,B,concrete misinterpretation,den sne der faldt sidste år
den sne der faldt i fjor,3,3,D,abstract misinterpretation,bruges om noget der har en grågul (grumset) farve
lægge hænderne på kogepladen,3,0,A,abstract misinterpretation,tage en beslutning man godt ved er ufordelagtig
lægge hænderne på kogepladen,3,3,D,random definition,"bruges for at udtrykke glad overraskelse når nogen man netop har talt om, uventet indfinder sig"
puste i nakken,4,1,B,abstract misinterpretation,altid være i nogens bevidsthed
puste i nakken,4,2,C,concrete misinterpretation,"stå så tæt på en anden person at den luft man udånder, rammer vedkommende i nakken"
puste i nakken,4,3,D,random definition,(igen) give udtryk for sin velkendte mening eller tale om et bestemt emne
sætte alle sejl til,2,2,C,concrete misinterpretation,sejle hurtigere end ellers (fordi alle sejl er oppe)
hår på brystet,4,1,B,concrete misinterpretation,med hårvækst på og omkring brystkassen
hår på brystet,4,2,C,abstract misinterpretation,uden tilbøjelighed til at fjerne kropsbehåring
hår på brystet,4,3,D,random definition,nærme sig hinanden i ord eller handling; gøre stemningen uformel
sætte hælene i,2,3,D,abstract misinterpretation,"løbe hurtigere; sætte farten op, især i en løbekonkurrence"
gøre kort proces,2,3,D,concrete misinterpretation,handle hurtigt og effektivt
så er det bal forbi,2,0,A,concrete misinterpretation,"En større, festlig arrangement med dans er afsluttet"
dreje 180 grader,2,2,C,concrete misinterpretation,dreje en halv omgang
høre en lille fugl synge om noget,2,2,C,abstract misinterpretation,have en fornemmelse baseret på intuition
i en snæver vending,2,1,B,concrete misinterpretation,i en drejende bevægelse der er skarpvinklet
lediggang er roden til alt ondt,2,2,C,concrete misinterpretation,man bliver depressiv af ikke at have noget at tage sig til
skud fra hoften,2,3,D,random definition,"tæske, gennembanke; ødelægge, nedbryde"
vende den anden kind til,2,2,C,concrete misinterpretation,vende den modsatte kind til
skrive noget på nogens konto,3,0,A,concrete misinterpretation,notere en udgift til senere betaling
skrive noget på nogens konto,3,1,B,abstract misinterpretation,skrive noget for nogen som derefter tager æren for det; være ghostwriter
sætte det lange ben foran,3,1,B,random definition,"den der kritiserer nogen eller gør nogen fortræd, rammes selv endnu hårdere"
sætte det lange ben foran,3,3,D,abstract misinterpretation,udnytte sine fordele til det bedste
ryge fredspibe,3,0,A,abstract misinterpretation,ryge hash i selskab med andre
ryge fredspibe,3,3,D,concrete misinterpretation,ryge pibe sammen som symbol på enighed
stiv time,4,0,A,concrete misinterpretation,præcis 60 minutter
stiv time,4,2,C,abstract misinterpretation,tidsrum hvor man er påvirket af rusmidler (og derfor ikke i stand til at handle forsvarligt)
stiv time,4,3,D,random definition,man kan komme frem til et mål på mange måder
havkat i hyttefadet,3,1,B,abstract misinterpretation,"person der forsøger, men ikke lykkes med at passe ind"
havkat i hyttefadet,3,3,D,random definition,"der er rigeligt, og der bliver ikke sparet på noget"
lade fem og syv være lige,3,1,B,abstract misinterpretation,drømme stort uden hensyn til hvad der rent praktisk kan lade sig gøre
lade fem og syv være lige,3,2,C,random definition,nogens (egen) blodsbeslægtede familie
dummere end politiet tillader,4,0,A,concrete misinterpretation,ikke i stand til at opfylde de formelle krav til optagelse på en politiuddannelse
dummere end politiet tillader,4,2,C,abstract misinterpretation,som lider af en svær grad af udviklingshæmning
dummere end politiet tillader,4,3,D,random definition,en lussing; et slag i hovedet
sætte en ny plade på grammofonen,4,0,A,abstract misinterpretation,(forsøge at) ændre sine vaner til det bedre
sætte en ny plade på grammofonen,4,1,B,random definition,løbe (hurtigt) væk; stikke af; flygte
sætte en ny plade på grammofonen,4,3,D,concrete misinterpretation,afspille musik fra en ny plade på en grammofon
tage noget på sin kappe,3,0,A,random definition,"mange mindre forekomster, bidrag eller lignende som hver for sig ikke udgør noget særligt, kan tilsammen udgøre noget stort eller på anden måde betydningsfuldt"
tage noget på sin kappe,3,2,C,concrete misinterpretation,lægge noget på sin egen kappe
kaste et redningsbælte ud til nogen,2,2,C,concrete misinterpretation,hjælpe en druknende person ved at tilbyde vedkommende et hjælpemiddel der gør det nemmere at holde sig flydende i vandet
have ti tommelfingre,2,3,D,abstract misinterpretation,være god til at arbejde med hænderne; være dygtig til håndarbejde
sætte lus i skindpelsen,2,3,D,random definition,"man kan ikke tage noget, fx penge, fra én der ingenting har"
leve på en sten,2,2,C,abstract misinterpretation,ikke følge med i nyhederne; ikke interessere sig for omverdenen
"livet er kort, kunsten er lang",2,0,A,abstract misinterpretation,man forstår aldrig kunsten til fulde
"livet er kort, kunsten er lang",2,3,D,concrete misinterpretation,kunst varer længere tid end en enkelt persons liv
med bred pensel,2,3,D,concrete misinterpretation,med brede penselstrøg
den blå luft,2,3,D,random definition,"et forløb, et foretagende eller lignende er gået i stå eller har udviklet sig uheldigt"
drive nogen i armene på nogen,3,1,B,abstract misinterpretation,arrangere et romantisk møde mellem to mennesker
drive nogen i armene på nogen,3,2,C,random definition,have svært ved at bevæge sig pga. træthed eller lignende
hyppe sine egne kartofler,2,2,C,abstract misinterpretation,dyrke grøntsager i sin have til eget brug; være selvforsynende
smede mens jernet er varmt,2,0,A,concrete misinterpretation,bearbejde jern mens det er varmt nok
hurtig i vendingen,3,0,A,abstract misinterpretation,skarp; intelligent
hurtig i vendingen,3,2,C,concrete misinterpretation,"foretage et hurtigt skift i sin bevægelsesretning, evt. i et køretøj"
få fingeren ud,3,2,C,abstract misinterpretation,(endelig) give sin mening til kende i en diskussion
få fingeren ud,3,3,D,random definition,tage det roligt; slappe af; se tiden an
tjene ind på gyngerne hvad man har mistet på karrusellen,3,0,A,random definition,"det er forkert, umuligt eller uacceptabelt; sådan hænger tingene ikke sammen"
tjene ind på gyngerne hvad man har mistet på karrusellen,3,2,C,concrete misinterpretation,gå i nul hvad angår udgifter og indtægter på to forlystelser
stå med hatten i hånden,2,2,C,abstract misinterpretation,forholde sig afventende mens en eller flere andre gør sig klar til noget
historiens vingesus,4,0,A,concrete misinterpretation,hvislende eller susende lyd som historien laver
historiens vingesus,4,2,C,random definition,virke oprørende eller stødende på nogen; vække nogens modvilje eller betænkelighed
historiens vingesus,4,3,D,abstract misinterpretation,et afgørende vendepunkt i en (skriftlig) fortælling
hellere lille og vågen end stor og doven,2,3,D,concrete misinterpretation,det er at foretrække at være lille og vågen fremfor stor og doven
langt mellem snapsene,3,2,C,concrete misinterpretation,lang tid mellem situationer hvor man drikker snaps
langt mellem snapsene,3,3,D,abstract misinterpretation,god tid til at skifte transportmiddel fx mellem bus og tog eller lignende
gammel i gårde,2,2,C,random definition,få nogen til at acceptere noget ved at foregive at det er noget andet end det er; snyde nogen
ligne udskidt æblegrød,3,1,B,abstract misinterpretation,ikke gøre sig umage med sit udseende
ligne udskidt æblegrød,3,3,D,concrete misinterpretation,have samme konsistens og udseende som afføring ved dårlig mave
trække store veksler på nogen,2,3,D,abstract misinterpretation,skabe en succes på grundlag af en andens idé
ikke lutter lagkage,3,0,A,abstract misinterpretation,sunde snacks (og ikke kun slik og søde sager)
ikke lutter lagkage,3,1,B,concrete misinterpretation,ikke blot lagkage (eller andre konditorkager)
føle sig hjemme,2,2,C,concrete misinterpretation,have samme fornemmelse som når man er hjemme
mange bække små gør en stor å,2,0,A,concrete misinterpretation,der dannes en stor å når mange små vandløb løber sammen
gå op i sømmene,2,1,B,abstract misinterpretation,gå unødigt meget op i (ubetydelige) detaljer
gå op i sømmene,2,3,D,concrete misinterpretation,gå i stykker på det sted hvor to dele er syet sammen
glat som en ål,2,3,D,abstract misinterpretation,nem at håndtere eller bearbejde
falde nogen for brystet,2,1,B,concrete misinterpretation,falde nogen om armene; kollapse lige foran nogen
mele sin egen kage,3,0,A,abstract misinterpretation,(være i stand til at) planlægge og udføre en svær opgave uden betydelig hjælp fra andre
mele sin egen kage,3,3,D,random definition,"den idé, den plan, det forslag eller lignende bliver ikke til noget"
holde nogen til ilden,2,2,C,random definition,bruges når man gentager noget eller siger det ekstra tydeligt fordi samtalepartneren er lidt tungt opfattende
gå forkert i byen,2,3,D,random definition,"tab og ulykke der rammer nogen, kan være til gavn for andre"
kaste nogen for løverne,2,3,D,concrete misinterpretation,kaste nogen hen foran løver
spænde ben,4,0,A,abstract misinterpretation,gå til yderligheder for at hjælpe
spænde ben,4,1,B,random definition,"et udfald er forbundet med samme usikkerhed som kønnet på et endnu ufødt barn, dvs. er ikke til at forudsige"
spænde ben,4,3,D,concrete misinterpretation,få musklerne i lår og lægge til at trække sig sammen
ikke ane hvilket ben man skal stå på,2,3,D,concrete misinterpretation,ikke kunne afgøre hvilket ben man skal lægge sin vægt på
slå hånden af nogen,2,0,A,random definition,presse nogen til at afsløre noget som vedkommende forsøger at skjule
rande under øjnene,4,1,B,random definition,umiddelbart (og upræcist) gæt foretaget uden tænkepause
rande under øjnene,4,2,C,abstract misinterpretation,hovedpine der opstår fordi man ser for meget på en skærm
rande under øjnene,4,3,D,concrete misinterpretation,tydelige striber under øjnene
hellere ville brække en arm på langs end ..,3,0,A,abstract misinterpretation,bruges for at udtrykke modvilje og ubehag over nogens handlinger
hellere ville brække en arm på langs end ..,3,1,B,concrete misinterpretation,være villig til at få et kompliceret knoglebrud i armen for at undgå en situation
skide grønne grise,2,3,D,abstract misinterpretation,være bragt ud af psykisk ligevægt i kraft af forargelse eller chok
åbne for sluserne,2,3,D,concrete misinterpretation,åbne for passage af vand et eller flere steder i et vandreguleringsanlæg
"operationen lykkedes, men patienten døde",3,2,C,abstract misinterpretation,"uanset hvor godt man udfører en opgave, forbereder sig på en situation eller lignende, er et godt resultat aldrig garanteret"
"operationen lykkedes, men patienten døde",3,3,D,concrete misinterpretation,"det kirurgiske indgreb forløb som ønsket, men patienten overlevede ikke på trods af indgrebet"
efter alle kunstens regler,3,2,C,abstract misinterpretation,med langstrakte og somme tider unødvendige overvejelser
efter alle kunstens regler,3,3,D,random definition,være så langt væk allerede at det er håbløst at optage forfølgelsen
ude på dybt vand,3,1,B,concrete misinterpretation,i vand der er så dybt at man ikke kan bunde
ude på dybt vand,3,3,D,abstract misinterpretation,om et emne man ikke ved noget om
det skal du længere ud på landet med,2,3,D,abstract misinterpretation,bruges for at udtrykke at noget skal flyttes eller have en ny plads
sætte kroner og øre på noget,3,2,C,abstract misinterpretation,satse på at en bestemt begivenhed vil indtræffe
sætte kroner og øre på noget,3,3,D,concrete misinterpretation,lægge sine penge et sted
ligeved og næsten slår ingen mand af hesten,3,0,A,concrete misinterpretation,man bliver ikke slået af hesten hvis man er kun tæt på at ramme en forhindring
ligeved og næsten slår ingen mand af hesten,3,2,C,abstract misinterpretation,hvis man gør tingene sjusket eller delvist kan man ikke forvente et godt resultat
have et horn i siden på,3,2,C,random definition,foretage sig alt muligt for at nå et bestemt mål
have et horn i siden på,3,3,D,abstract misinterpretation,have et godt øje til; være vild med
komme ud af fjerene,3,0,A,random definition,hellere begynde på noget ubehageligt eller vanskeligt straks og få det overstået end udskyde det
komme ud af fjerene,3,1,B,abstract misinterpretation,(endelig) sige sin mening om nogen eller noget
få svesken på disken,2,0,A,random definition,uden virkning; forgæves
tone rent flag,2,0,A,random definition,ét eksempel på noget positivt medfører ikke nødvendigvis en generel bedring
drikke nogen under bordet,2,3,D,abstract misinterpretation,få nogen til at drikke så meget at de kommer til at tale over sig
smage som at række tungen ud ad vinduet,3,0,A,concrete misinterpretation,have en kølig og frisk smag; være forfriskende
smage som at række tungen ud ad vinduet,3,2,C,abstract misinterpretation,opleves grænseoverskridende og forkert
sætte kikkerten for det blinde øje,3,0,A,random definition,foretage sig noget som man godt ved kan blive farligt eller få uheldige konsekvenser
sætte kikkerten for det blinde øje,3,1,B,abstract misinterpretation,ryge på en pibe
vippe af sadlen,2,3,D,abstract misinterpretation,(gøre tilnærmelser og) overtale en person til seksuelt samvær
riste over en sagte ild,4,0,A,random definition,ihærdigt og vedholdende arbejde på at nå et mål man har sat sig for
riste over en sagte ild,4,2,C,concrete misinterpretation,stege over et lille bål
riste over en sagte ild,4,3,D,abstract misinterpretation,fremstille eller udvikle over lang tid
stikke hovedet i busken,2,3,D,abstract misinterpretation,blande sig i noget der ikke vedkommer én
en streg i regningen,3,1,B,random definition,"tage et forpligtende, personligt ansvar der indebærer at man selv rammes af konsekvenserne af sine beslutninger"
en streg i regningen,3,3,D,concrete misinterpretation,"en streg på en kvittering, bon eller lignende -- kan fx angive at en udgift er slettet"
ikke født i går,2,2,C,abstract misinterpretation,ikke længere ung; forholdsvis gammel
surt løg,4,0,A,concrete misinterpretation,flerårig løgplante med små lilla blomster med syrlig smag der bruges som krydderurt
surt løg,4,2,C,random definition,bortødsle noget værdifuldt på nogen der ikke forstår at værdsætte det
surt løg,4,3,D,abstract misinterpretation,"person som har en ubehagelig kropslugt, fx pga. sved"
tage noget tungt,3,0,A,abstract misinterpretation,begynde på en stor og evt. besværlig opgave
tage noget tungt,3,2,C,random definition,direkte fra en person selv; direkte fra en primær kilde
koste en bondegård,3,0,A,abstract misinterpretation,være billigere nu end før i tiden; miste værdi
koste en bondegård,3,2,C,random definition,fortryde at have sagt en bestemt bemærkning
løvens gab,3,0,A,random definition,med tilkendegivelse af al tænkelig ydmyghed; meget indtrængende
løvens gab,3,1,B,abstract misinterpretation,trick udført på ski eller snowboard hvor man i luften danner en u-form med kroppen
nære en slange ved sin barm,3,1,B,random definition,"bruges for at udtrykke forbavselse over at nogen kan sige eller fortælle om noget så mærkeligt, vanvittigt, sladderagtigt eller lignende"
nære en slange ved sin barm,3,2,C,abstract misinterpretation,være ondsindet; have slette intentioner
spille med skjulte kort,2,3,D,concrete misinterpretation,spille et kortspil hvor ens medspillere ikke kan se hvilke kort man har
hverken vådt eller tørt,2,2,C,abstract misinterpretation,bruges i udtryk om at mangle den rette påklædning i en bestemt situation
hverken vådt eller tørt,2,3,D,random definition,være længe om at skride til konkret handling; være længe om at træffe en beslutning
naturens muntre søn,2,2,C,random definition,betro sig
en tynd kop te,4,1,B,concrete misinterpretation,en kop te der ikke har trukket så længe
en tynd kop te,4,2,C,random definition,gå energisk i gang med noget og arbejde ihærdigt med det
en tynd kop te,4,3,D,abstract misinterpretation,noget som ikke lever op til forventningerne
jeg vil æde min hat på ..,3,1,B,concrete misinterpretation,være så sikker på noget at man lover at ville æde sin hat hvis det ikke passer
jeg vil æde min hat på ..,3,3,D,abstract misinterpretation,bruges for at gøre opmærksom på at en person er ved at bilde en anden person noget ind; bruges for at påpege at nogen ikke taler sandt
én gang skal jo være den første,3,1,B,abstract misinterpretation,somme tider må man være modigere end man har lyst til at være
én gang skal jo være den første,3,2,C,concrete misinterpretation,den første gang man udfører en specifik handling er præget af at man ikke har udført den før
trække en kanin op af hatten,2,1,B,concrete misinterpretation,trække en kanin op af en hat -- ofte i forbindelse med tryllekunst
vide hvordan landet ligger,3,2,C,abstract misinterpretation,endelig forstå et komplekst emne
vide hvordan landet ligger,3,3,D,random definition,sige det som en anden ville have sagt
ingen kender dagen før solen går ned,2,0,A,random definition,der sker en dårlig udvikling på et bestemt område
ikke vide hvor man skal ende og begynde,2,2,C,concrete misinterpretation,være i tvivl om hvordan man starter og derefter også afslutter noget
lægge ansigtet i de rette folder,4,0,A,abstract misinterpretation,lyve for at undgå en konflikt
lægge ansigtet i de rette folder,4,1,B,random definition,gøre nogen fortræd; genere nogen
lægge ansigtet i de rette folder,4,3,D,concrete misinterpretation,placere en afdød persons ansigt på en måde der er passende for et ligsyn
i sit ansigts sved,3,0,A,abstract misinterpretation,uden evne til at undertrykke symptomer på angst
i sit ansigts sved,3,2,C,concrete misinterpretation,med sved løbende ned ad ansigtet pga. voldsom varme eller anstrengelse
kvæle i fødslen,2,3,D,abstract misinterpretation,afbryde eller stoppe efter noget er gået galt
de tusind søers land,2,2,C,concrete misinterpretation,et land med tusind søer
slå nogen oven i hovedet med noget,2,1,B,abstract misinterpretation,"insistere på at nogen skal gøre noget bestemt, også selvom det er imod deres egne ønsker"
sommerfuglestøv på vingerne,3,1,B,random definition,være nært forestående eller snart bryde løs uden at ret mange venter det
sommerfuglestøv på vingerne,3,3,D,abstract misinterpretation,noget som er overflødigt men kærkomment; noget som fremkalder en følelse af luksus
nogen vender bøtten,3,0,A,concrete misinterpretation,"nogen vender en beholder på hovedet, typisk for at få al indholdet ud"
nogen vender bøtten,3,2,C,abstract misinterpretation,nogen løber en risiko
være med på noderne,3,1,B,concrete misinterpretation,"kunne det man skal spille, udenad"
være med på noderne,3,3,D,random definition,bære modgang med styrke og sindsro
æblet falder ikke langt fra stammen,2,0,A,abstract misinterpretation,ting bliver typisk væk i hjemmet
tale lige ud af posen,2,2,C,concrete misinterpretation,"forandre lyden af sin stemme ved at holde en papirpose, et stykke madpapir eller lignende op foran munden når man taler"
slå hovedet på sømmet,3,1,B,random definition,med nød og næppe; kun lige akkurat
slå hovedet på sømmet,3,2,C,abstract misinterpretation,banke hovederne sammen
rasle med sablen,4,0,A,abstract misinterpretation,have lommen fuld af mønter der rasler når man bevæger sig
rasle med sablen,4,1,B,concrete misinterpretation,gestikulere truende ved at vifte med et stikvåben i retning af en fjende
rasle med sablen,4,2,C,random definition,"det som andre har, opfatter man (altid) som bedre end det man selv har"
som en åben bog,3,2,C,abstract misinterpretation,uden overraskelser
som en åben bog,3,3,D,concrete misinterpretation,lige så nem at gå til som en bog der allerede er åben
fange nogen på det forkerte ben,2,3,D,abstract misinterpretation,opdage nogen i færd med at snyde
bide sig selv i halen,2,1,B,concrete misinterpretation,bide i sin hale
gå på krum arm,3,0,A,random definition,"bruges for at udtrykke at noget foregår med stor fart, eller at noget haster"
gå på krum arm,3,2,C,abstract misinterpretation,gøre sig umage og lykkes med sit forehavende
skyde over målet,2,3,D,abstract misinterpretation,tale for meget i en social situation
der er ikke nogen hjemme,3,0,A,abstract misinterpretation,indstilling på nyere telefoner der afviser indkomne beskeder og opkald
der er ikke nogen hjemme,3,3,D,concrete misinterpretation,en ellers beboet bolig er tom
holde snuden fra noget,2,0,A,concrete misinterpretation,holde næsen langt fra (fordi man ikke bryder sig om lugten)
verdens tag,3,1,B,abstract misinterpretation,centralt sted for alle mennesker
verdens tag,3,3,D,random definition,sortere det dårlige fra det gode
gammel vin på nye flasker,2,0,A,abstract misinterpretation,proces som man holder fast i selvom der findes nyere og mere effektive måder at gribe en sag an på
til ingen verdens nytte,2,0,A,concrete misinterpretation,ikke til nytte for nogen eller noget i verden
mosekonen brygger,3,2,C,abstract misinterpretation,noget ildevarslende er under opsejling; nogen smeder rænker
mosekonen brygger,3,3,D,random definition,være dygtig og heldig i en bestemt sag eller i en bestemt henseende
helt nede i kælderen,2,1,B,concrete misinterpretation,"på nederste etage, typisk placeret helt eller delvis under jordniveau"
der kom en mand med en slæde i vejen,4,0,A,random definition,"på samme sted, under samme organisation eller under samme institution"
der kom en mand med en slæde i vejen,4,1,B,concrete misinterpretation,en mand med en slæde spærrer vejen for videre færd
der kom en mand med en slæde i vejen,4,2,C,abstract misinterpretation,der dukkede hjælp op fra en uventet kant
give faklen videre,4,0,A,abstract misinterpretation,oplære nogen så de fremover kan udføre en bestemt opgave på egen hånd
give faklen videre,4,1,B,concrete misinterpretation,give en (tændt) fakkel videre til nogen
give faklen videre,4,3,D,random definition,"penge har deres værdi uanset hvorfra de stammer, eller hvordan de er tjent"
ved sine fulde fem,2,3,D,random definition,give nogen en kraftig irettesættelse; udsætte nogen for stærk kritik
give den en skalle,4,0,A,abstract misinterpretation,give klart udtryk for en holdning
give den en skalle,4,1,B,random definition,forhindre noget i at lykkes; ødelægge noget
give den en skalle,4,3,D,concrete misinterpretation,ramme noget med toppen af hovedet
ikke give ved dørene,4,0,A,abstract misinterpretation,sørge for at andre føler sig velkomne i ens hjem
ikke give ved dørene,4,2,C,concrete misinterpretation,ikke give noget væk til nogen der kommer tilfældigt forbi ens dør
ikke give ved dørene,4,3,D,random definition,"en lille del af noget meget større, ofte noget ubehageligt"
kunne ligge på et meget lille sted,4,0,A,random definition,snyde nogen groft
kunne ligge på et meget lille sted,4,1,B,concrete misinterpretation,være tilstrækkelig lille til at befinde sig på et lille afgrænset område
kunne ligge på et meget lille sted,4,3,D,abstract misinterpretation,tilsyneladende være helt forsvundet
en orm gnaver,2,0,A,abstract misinterpretation,noget går endelig bedre efter længere tids modgang
bide skeer med,2,0,A,random definition,man kan tage det roligt; man behøver ikke at skynde sig så meget
kært barn har mange navne,2,1,B,concrete misinterpretation,de børn som man holder meget af får altid mange kælenavne
skære ind til benet,3,1,B,abstract misinterpretation,tale nedsættende og i vrede vendinger
skære ind til benet,3,3,D,concrete misinterpretation,skille kød fra en knogle med en kniv
sætte sin hat som man vil,3,1,B,abstract misinterpretation,udføre noget uden at tage imod råd og vejledning fra andre
sætte sin hat som man vil,3,2,C,random definition,overlade behandlingen af en sag til nogen der selv har en åbenlys interesse i et bestemt udfald
være stor i munden,3,1,B,random definition,af al magt; uhæmmet
være stor i munden,3,2,C,abstract misinterpretation,tale uden at have tænkt sig om
skulle bæres ud med fødderne først,2,0,A,concrete misinterpretation,være i en situation hvor det er nødvendigt at blive båret væk i en liggende stilling
en kærlig hånd,3,1,B,concrete misinterpretation,en hånd placeret på nogen som udtryk for omsorg eller kærlighed
en kærlig hånd,3,2,C,abstract misinterpretation,seksuel stimulation udført med hænderne
rive sig i håret,2,2,C,concrete misinterpretation,hive sig voldsomt i håret
hverken fugl eller fisk,2,3,D,concrete misinterpretation,hverken en fugl eller en fisk
kende noget som sin egen bukselomme,2,1,B,abstract misinterpretation,være i stand til at gøre noget på egen hånd og uden instruktioner
der er ikke noget at rafle om,2,0,A,concrete misinterpretation,melding i terningespillet Yatzy der bruges når en spiller har udtømt alle spillets muligheder for at få point
lade falde hvad ikke kan stå,3,1,B,abstract misinterpretation,døden indhenter os alle
lade falde hvad ikke kan stå,3,2,C,concrete misinterpretation,slippe en genstand så den falder til jorden pga. manglende støtte
ikke lige være nogens nummer,2,1,B,abstract misinterpretation,være dårlig til noget
ikke kunne stikke en pind i en lort uden at ødelægge begge dele,3,2,C,abstract misinterpretation,præstere under et forventet niveau
ikke kunne stikke en pind i en lort uden at ødelægge begge dele,3,3,D,concrete misinterpretation,ikke være i stand til at placere en pind i en hundelort uden både pind og hundelort går i stykker
blive taget med fingrene i kagedåsen,3,0,A,abstract misinterpretation,befinde sig i en ufordelagtig eller problematisk situation hvor man føler sig magtesløs
blive taget med fingrene i kagedåsen,3,3,D,concrete misinterpretation,blive opdaget i at være i færd med at stjæle kager fra en kagedåse
komme fra et hjem med klaver,2,1,B,concrete misinterpretation,være vokset op i et hjem hvor den ene eller begge forældre spillede klaver
stikke hovederne sammen,2,1,B,abstract misinterpretation,forsøge at blive enige igen efter en diskussion eller et skænderi
have et ben i hver lejr,2,0,A,abstract misinterpretation,være i tvivl; vakle mellem to modsatrettede holdninger
være en flue på væggen,2,0,A,concrete misinterpretation,være en flue der sidder på en væg
gå på med krum hals,3,1,B,random definition,"bruges for at udtrykke at man ikke tror på det samtalepartneren siger, fordi det er for usandsynligt eller løgnagtigt"
gå på med krum hals,3,3,D,abstract misinterpretation,ikke gøre sig så umage som det ellers er påkrævet
der er mere mellem himmel og jord,3,2,C,abstract misinterpretation,man skal ikke altid gå med sin første indskydelse
der er mere mellem himmel og jord,3,3,D,concrete misinterpretation,i rummet mellem himmel og jordoverflade eksisterer flere ting end først antaget
det tager en krig,2,0,A,abstract misinterpretation,noget er svært og ulykkeligt
det er ikke mit bord,2,3,D,abstract misinterpretation,bruges for at udtrykke at det ikke er noget man bryder sig om
ligne noget katten har slæbt ind,2,0,A,concrete misinterpretation,have et udseende tilsvarende noget en kat kunne bringe ind i et hus
stikke noget under stolen,2,0,A,random definition,være meget klodset; være fummelfingret
være godt skåret for tungebåndet,3,0,A,random definition,være uudholdeligt fordi man er træt af det
være godt skåret for tungebåndet,3,3,D,abstract misinterpretation,være god til at spise -- om et lille barn
en strid om kejserens skæg,2,0,A,abstract misinterpretation,en strid som ingen ved hvad handler om
i den bedste af alle verdener,3,0,A,abstract misinterpretation,i en tilstand af fuldstændig tilfredshed
i den bedste af alle verdener,3,1,B,random definition,gøre uenige parter mere forsonlige
koge suppe på noget,2,0,A,abstract misinterpretation,lave en (sladder)historie ud af noget småt eller betydningsløst
ballonen revner,2,2,C,concrete misinterpretation,der går hul på en ballon
bagsiden af medaljen,2,3,D,abstract misinterpretation,den forberedende (og svære) indsats der er nødvendig for at man kan vinde
stoppe mens legen er god,2,0,A,concrete misinterpretation,holde op med at lege mens legen er underholdende for alle involverede
det haster ikke mere end det jager,3,0,A,abstract misinterpretation,det kan ikke betale at være den eneste der har travlt
det haster ikke mere end det jager,3,3,D,concrete misinterpretation,man skal kun skynde sig hvis det er nødvendigt
vide hvad klokken er,3,1,B,concrete misinterpretation,være klar over hvad tid på døgnet det er
vide hvad klokken er,3,3,D,random definition,opnå to mål eller fordele med en enkelt handling
have en ræv bag øret,2,3,D,abstract misinterpretation,have et iltert temperament
have ild i enden,2,2,C,abstract misinterpretation,"være i en overdrevent begejstret eller opstemt, evt. overspændt sindstilstand"
"ikke alt der glimter, er guld",2,1,B,concrete misinterpretation,"blot fordi noget glimter, er det ikke ensbetydende med at det er fremstillet af guld"
give sorteper videre,4,0,A,random definition,"lytte spændt, opmærksomt og ofte hengivent til nogen"
give sorteper videre,4,1,B,abstract misinterpretation,give en joint videre
give sorteper videre,4,3,D,concrete misinterpretation,give kortet sorteper til en anden spiller som i kortspillet af samme navn er dårligt at sidde med
have rent mel i posen,2,2,C,random definition,intet er så godt eller smukt at det er helt fri for fejl eller ulemper
få så hatten passer,3,0,A,abstract misinterpretation,få den ønskede mængde af noget
få så hatten passer,3,3,D,random definition,der er altid omkostninger eller tab forbundet med at foretage sig noget
råbe vagt i gevær,4,0,A,abstract misinterpretation,pifte eller råbe for at få en gruppe mennesker til at være stille
